sku,name,description,meta_description,	meta_title,url_key,Price,qty,base_image,base_image_label,small_image,small_image_label,categories,product_type,attribute_set_code
17683,"Песок Vitapol для шиншилл, 1.5 кг","<h2>Песок Vitapol для шиншилл, 1.5 кг</h2><p><b>Vitapol</b> Песок для шиншилл.</p><p>Песок предназначен для использования в качестве наполнителя в клетках, где содержаться шиншиллы. Шиншиллы в нем ""купаются"", чистят шерсть.</p><p><b>Вес</b>: 1.5 кг.</p><p>  <b>Производитель: Vitapol</b></p><p>  <b>Страна производитель: Польша</b></p>","Купить Песок Vitapol для шиншилл, 1.5 кг в зоомагазине ZOOcomplex. Звоните ☎️ (067) 634-51-39, (050) 421-54-94. Доставка в Киев, Днепр, Одессу, Харьков, Львов","Песок Vitapol для шиншилл, 1.5 кг купить в Киеве, Днепре, Украине",vitapol-17683,57.0000,83,"https://zoocomplex.com.ua/image/catalog/image/import_products/product-103767.JPEG,https://zoocomplex.com.ua/image/catalog/image/import_products/product_image-103767-1.JPEG","Песок Vitapol для шиншилл, 1.5 кг",https://zoocomplex.com.ua/image/catalog/image/import_products/product_image-103767-1.JPEG,"Песок Vitapol для шиншилл, 1.5 кг",Товары для грызунов/Подстилки для грызунов,simple,Default
